File Name,Duration (seconds),File Size with Header (bytes),Transcription
IISc_VaaniProject_M_WB_DakshinD_Sumi24431_1000560000_MRDRAS_298261_928_3616.wav,2.688,87314,DESON THE LAND RETE
IISc_VaaniProject_M_WB_DakshinD_Sabi44009_0653520000_BR_251871_8437_11125.wav,2.688,87314,ABLL BLEEDY AT FAST TAKE ON A BORDLE BRDLE
IISc_VaaniProject_M_WB_DakshinD_Saya19834_1234350000_TGKSK_217933_7136_9824.wav,2.688,87314,MUTITA ECTOLA RON MOTIS HADA
IISc_VaaniProject_M_WB_DakshinD_Abha34404_0433000000_WBDDIOTHER_325289_4373_7061.wav,2.688,87314,ADIROBUTA WH WO NOWERE DISEN CORAGOS AMNY
IISc_VaaniProject_M_WB_DakshinD_Priy33007_1208140000_KTCMFR_15872_12906_15594.wav,2.688,87314,O ARDO NO NO ONNICLO COMMITAGODS HROUGITSI
IISc_VaaniProject_M_WB_DakshinD_Sabi41483_0905450000_WBDDICH_216759_480_3168.wav,2.688,87314,THE CONDUCTOR WAL TAKE HIS TONE BOUT THE TOBATI
IISc_VaaniProject_M_WB_DakshinD_Dips43910_1810100000_FA_264983_8501_11189.wav,2.688,87314,IN DUTILOPILAREC CART CORCER
IISc_VaaniProject_M_WB_DakshinD_Purn40311_0959520000_WBDDIHC_324932_874_3562.wav,2.688,87314,MIDAETI ME DOUT WHAT AS WHAT OF TE
IISc_VaaniProject_M_WB_DakshinD_Riya33566_1125480000_BHGGFM_363781_13226_15914.wav,2.688,87314,A SLARY DIKICK AND GLAT AT A BORROW BORROW
IISc_VaaniProject_M_WB_DakshinD_Anwe92070_0940460000_TGKSTF_15547_565_3253.wav,2.688,87314,EO LOOKO MY DUIOUS BRIEND TO CHOBY
IISc_VaaniProject_M_WB_DakshinD_Resh58632_0406050000_BHGGBA_363503_16000_18688.wav,2.688,87314,TYTO LOOK OPI CONVULGION A GIT WHAT I CALL
IISc_VaaniProject_M_WB_DakshinD_Moum40015_1143000000_KTBCA_320604_4181_6869.wav,2.688,87314,ARA BUSO OLTE RI CABATI
IISc_VaaniProject_M_WB_DakshinD_Saya19834_1236380000_APVAT_191330_12010_14698.wav,2.688,87314,HILMIT NEAR T INGU THE TON BONDYGA L
IISc_VaaniProject_M_WB_DakshinD_Dipa89838_0452330000_WBDDIBUPS_316806_11754_14442.wav,2.688,87314,REALA ARITING ONDODOLSHANDESYE
IISc_VaaniProject_M_WB_DakshinD_Parb28181_0551080000_WBDDIFT_216761_15306_17994.wav,2.688,87314,OF AN ICTITUTE VOICE GRAVALRIED TO NAL GOUTEN
IISc_VaaniProject_M_WB_DakshinD_Ayan66042_0956370000_MR_264425_10698_13386.wav,2.688,87314,CORARITI ZAID DU PASHELUTI MOPIRUETI
IISc_VaaniProject_M_WB_DakshinD_Soum19966_0528280000_WBDDISEP_325774_981_3669.wav,2.688,87314,MATTY LAS TADY THA FACHECT THE PO O
IISc_VaaniProject_M_WB_DakshinD_Sumi24431_0936000000_CGBMEX_346486_10624_13312.wav,2.688,87314,TELLIN WEN I MI MA COM AB BEVETO
IISc_VaaniProject_M_WB_DakshinD_Chik8845_1015350000_WBDDIOF_307527_11786_14474.wav,2.688,87314,RARCTISHIP OSTOISHES SCHIMUSTAN
IISc_VaaniProject_M_WB_DakshinD_Chan66130_0418120000_WBDDITHP_216621_12181_14869.wav,2.688,87314,AN LIN FORCED ATA BE KEPT INE
IISc_VaaniProject_M_WB_DakshinD_Deba32014_0819390000_AT_266424_19509_22197.wav,2.688,87314,ON O JIG THAT YOU DIDN'T AT YO WORY WOLLE
IISc_VaaniProject_M_WB_DakshinD_Sabi41483_1002240000_TGKGY_20331_13696_16384.wav,2.688,87314,DAMPARACI RI
IISc_VaaniProject_M_WB_DakshinD_Anju96579_0616470000_WBDDIHE_216586_15488_18176.wav,2.688,87314,TOP ITOLES WITHOUT THAT I A ONEG LOOK AT
IISc_VaaniProject_M_WB_DakshinD_Akas91551_0836580000_WBDDIOTHER_307270_17045_19733.wav,2.688,87314,THATOTHER FELLER EVKINS YOU ON A LOK BOSKAT
IISc_VaaniProject_M_WB_DakshinD_Riya33566_1138500000_WBDDIGOB_325690_20864_23552.wav,2.688,87314,ATER LOK DAGNEDARIESLE I
IISc_VaaniProject_M_WB_DakshinD_Avid21239_1629130000_SC_264393_1301_3989.wav,2.688,87314,IN ONY DICTOETS YO BE SHOR PORTO TISTUDIA
IISc_VaaniProject_M_WB_DakshinD_Purn40311_1019300000_CGBMEX_346495_2954_5642.wav,2.688,87314,WONI TATETAPIRATITIAPIRILAZIE
IISc_VaaniProject_M_WB_DakshinD_Mama66488_1533030000_APATFE_93532_9941_12629.wav,2.688,87314,T THE TATHER DAWNMON GAVIPELO DALIETI
IISc_VaaniProject_M_WB_DakshinD_Payl21365_0836020000_WBDDIOTHER_325016_19562_22250.wav,2.688,87314,ION EWO LOOK HAS SO THRUTHE PROGETURE
IISc_VaaniProject_M_WB_DakshinD_Arup51959_0644300000_KTSC_151324_10653_13341.wav,2.688,87314,ER PACHE AND THEN SHE COOKED AT TE EE TIN
IISc_VaaniProject_M_WB_DakshinD_Samo64982_0956250000_APVBIS_173205_13216_15904.wav,2.688,87314,ARE EXCITED GODS PALARIITY
IISc_VaaniProject_M_WB_DakshinD_Tomo35366_0740290000_APCTCS_94603_5653_8341.wav,2.688,87314,BY CHARONODOVAN O ECTI MANUGH
IISc_VaaniProject_M_WB_DakshinD_82121133_1701250000_WBDDIJAT_325127_3648_6336.wav,2.688,87314,CONROL BUJO CORE LOGJON
IISc_VaaniProject_M_WB_DakshinD_Priy60358_1727380000_KTBBK_198003_5824_8512.wav,2.688,87314,ALON HO LON ITALON A NONICLO
IISc_VaaniProject_M_WB_DakshinD_Sour82158_1219120000_BHJHME_115733_1013_3701.wav,2.688,87314,I'M RAGS UNDER THE CPTI JE EDEEFTE
IISc_VaaniProject_M_WB_DakshinD_Anju96579_0622320000_BHJHWP_16421_15701_18389.wav,2.688,87314,O DA SIT A AN TOTMOVLE A DWELL APORVI
IISc_VaaniProject_M_WB_DakshinD_Nirm71681_1620000000_WBDDIGOB_325689_11146_13834.wav,2.688,87314,AN O PUDY LA BEN AR DONE ON WATCHYE
IISc_VaaniProject_M_WB_DakshinD_Akas91551_0715290000_WBSP_233017_8853_11541.wav,2.688,87314,TOU GOLCUSHD THE REATI
IISc_VaaniProject_M_WB_DakshinD_Swap02037_0928450000_TGKME_83083_17866_20554.wav,2.688,87314,AND YE LET A WUT YE WAT ON THA CALATI
IISc_VaaniProject_M_WB_DakshinD_Swap68696_0322320000_WBDDIBU_216876_14752_17440.wav,2.688,87314,I WILL NAT THAT BY DOW ANYBOY BIDE YOU NEVAAD
IISc_VaaniProject_M_WB_DakshinD_Suma66715_1308050000_WBDDIRI_325734_17205_19893.wav,2.688,87314,A GONDES GONTESO NIGATGOROVICH
IISc_VaaniProject_M_WB_DakshinD_Saju29314_0959500000_BHGGFIM_363863_14304_16992.wav,2.688,87314,AR BORI CANNO GO TO THEM TO MOTE LITEDEVULO
IISc_VaaniProject_M_WB_DakshinD_Deba92034_1130040000_WBBC_132192_917_3605.wav,2.688,87314,DECONA MOYEDANDOCAN
IISc_VaaniProject_M_WB_DakshinD_Swap68696_0321170000_BHGGBC_363559_106_2794.wav,2.688,87314,E DID TE LIHT BREADY COVYS E CANI A
IISc_VaaniProject_M_WB_DakshinD_Sumi24431_0956240000_JKJCO_370284_12810_15498.wav,2.688,87314,GIVE WE TOANARITY WHOLO ONG E BODY REATTE
IISc_VaaniProject_M_WB_DakshinD_Soum19966_1139370000_WBDDIMQ_241552_1546_4234.wav,2.688,87314,HE TECKED A CALL COLED UP WITH HIS CHILD
IISc_VaaniProject_M_WB_DakshinD_Baba69488_0454490000_BHGGCH_363617_1642_4330.wav,2.688,87314,ERCI E VISUCRISTID
IISc_VaaniProject_M_WB_DakshinD_Sona25080_1326130000_APVCOS_115850_4000_6688.wav,2.688,87314,WAROTSIRPPART OF PURVOL
IISc_VaaniProject_M_WB_DakshinD_Subh50150_0651010000_WBDDIMEC_325200_1642_4330.wav,2.688,87314,HOMNICHTY BELING
IISc_VaaniProject_M_WB_DakshinD_Adit37551_0951260000_WBDDIBR_324593_13034_15722.wav,2.688,87314,LEFT THA DEBOISH YBI TUNABLE AMORNAL
IISc_VaaniProject_M_WB_DakshinD_Puja70456_0704380000_CGBMEV_192621_17706_20394.wav,2.688,87314,ISHAVANUNDO KAINAPALOLAGI
IISc_VaaniProject_M_WB_DakshinD_Rajp44230_1019520000_WBDDIHE_307450_15989_18677.wav,2.688,87314,AR SLU TO LO SONT FOR TO TENGTH AND GRAGRIN
IISc_VaaniProject_M_WB_DakshinD_Adit37551_0952450000_DOA_251829_4693_7381.wav,2.688,87314,CHAMLE ONI GULOMALUCHE DARIRUITE
IISc_VaaniProject_M_WB_DakshinD_Payl21365_1129110000_KTCMCS_142673_18762_21450.wav,2.688,87314,GE BLUE BALLDIHIS HAT BREACHES HERE TE
IISc_VaaniProject_M_WB_DakshinD_Saha78964_1034130000_BHBSCO_303421_13994_16682.wav,2.688,87314,HE SHOKING THE DORDER OF I SAVINIFI BLU G ECTA
IISc_VaaniProject_M_WB_DakshinD_Tuhi36008_1520100000_TGKBO_79682_7541_10229.wav,2.688,87314,ANTEEOF THE MOUNTOVARD BAPALEL E
IISc_VaaniProject_M_WB_DakshinD_Raje11213_1054070000_APATKUM_156504_13418_16106.wav,2.688,87314,LARGER IT OL WITH A LITTLE RATCHER
IISc_VaaniProject_M_WB_DakshinD_Gout44662_1229050000_UPVNFR_142622_15744_18432.wav,2.688,87314,O THE GE DOLE DE GET OUT O PIN DE ROGEN
IISc_VaaniProject_M_BR_Gopalganj_Subh84589_0631560000_BHGGMO_364591_9655_12343.wav,2.688,87314,I MIBLE SATE PI THE CIDE
IISc_VaaniProject_M_BR_Gopalganj_Manj06958_0816430000_BHGGOTHER_365007_5348_8036.wav,2.688,87314,YE EKE BEATE LEE GOT HAIR
IISc_VaaniProject_M_BR_Gopalganj_Dhru70217_1711080000_BHGGPL_364860_7089_9777.wav,2.688,87314,GAOL EGAMPLE
IISc_VaaniProject_M_BR_Gopalganj_Kavi72593_0904390000_BHGJIT_178839_18152_20840.wav,2.688,87314,GULABILON KEEPER THE LAGI DE CA DE RA
IISc_VaaniProject_M_BR_Gopalganj_Bulb40883_0551440000_AUR_251928_17123_19811.wav,2.688,87314,ACASH HE BORD HIDY HUADY ETY BEAR TO BE
IISc_VaaniProject_M_BR_Gopalganj_Bulb40883_0522210000_BHGGOTHER_365308_13616_16304.wav,2.688,87314,GATKI BOHARSI BORASA ASMANDICRA
IISc_VaaniProject_M_BR_Gopalganj_Nidh98509_0536220000_BHGGTO_365703_5822_8510.wav,2.688,87314,JIST COMBIGY SAT IT CHAWED US U
IISc_VaaniProject_M_BR_Gopalganj_Jyot48930_0903580000_BHGGMA_364489_15234_17922.wav,2.688,87314,GOOD LAL GOO BARON SI DELL BANA HUAHE
IISc_VaaniProject_M_BR_Gopalganj_Rink98087_0746240000_BHGGSU_365472_11368_14056.wav,2.688,87314,A RIT CLOW BUT MISSES WHITE  HAD GONHA
IISc_VaaniProject_M_BR_Gopalganj_Paya00656_1031490000_APCTEV_134603_9079_11767.wav,2.688,87314,A DO NO SAE TO BO SADI CHAIS LAGIN WE HE
IISc_VaaniProject_M_BR_Gopalganj_Suha38805_1543590000_TGNLBUPS_203808_1462_4150.wav,2.688,87314,IQY O MAK OGETHER THE CADEY D
IISc_VaaniProject_M_BR_Gopalganj_Bhav50530_1038080000_BHGGHIC_364243_10934_13622.wav,2.688,87314,YA BUNY IM I BEAR TE DECAY DID I HEU
IISc_VaaniProject_M_BR_Gopalganj_Jaya10350_1010540000_BHGGGT_364003_7055_9743.wav,2.688,87314,OR OSQUIBADUM AND DO PELAR LAGERUER
IISc_VaaniProject_M_BR_Gopalganj_Anam36535_1137300000_BHGGFIM_150481_941_3629.wav,2.688,87314,YOUAR BIGO BLASA GROUND WHEN A WHO A HE
IISc_VaaniProject_M_BR_Gopalganj_Shad00621_1414550000_BHGGOTHER_364331_5030_7718.wav,2.688,87314,JUKI VITE COLOR TEBUNY WU
IISc_VaaniProject_M_BR_Gopalganj_Shiv92489_1659170000_KTBAUR_278284_13765_16453.wav,2.688,87314,MORTECYCIL BUT THEIN LUKOKUNA HIBAD NATA YE
IISc_VaaniProject_M_BR_Gopalganj_Gung32816_0959530000_BHARBU_352068_15762_18450.wav,2.688,87314,ADE LANCA SHORT PEHENTRACAHE
IISc_VaaniProject_M_BR_Gopalganj_Sahi69624_2251080000_BHGGFM_363781_3615_6303.wav,2.688,87314,TISNAYE CON OPE AN THE LE AFONS OF THAT A CAR
IISc_VaaniProject_M_BR_Gopalganj_Sonu80889_1233520000_BHGGMU_364712_2579_5267.wav,2.688,87314,CUPADASES AND DANCE AND MUSIC OF INA HE
IISc_VaaniProject_M_BR_Gopalganj_Neel66270_0915150000_BHGGFIM_2612_11571_14259.wav,2.688,87314,ODING HAPA COUTREVECTTE CARIGWAA
IISc_VaaniProject_M_BR_Gopalganj_Sonu08929_1720270000_KTCMLA_300268_3419_6107.wav,2.688,87314,COPOROME ISTR CARI THE WILL GO PA
IISc_VaaniProject_M_BR_Gopalganj_Radh00685_0821180000_BHGGME_364677_3439_6127.wav,2.688,87314,OR WHAT JELIE A HIS MAN LUGGING ME I
IISc_VaaniProject_M_BR_Gopalganj_Surb11165_0853320000_APVDOA_226710_3182_5870.wav,2.688,87314,WAS MY BOAT ADY LOAB JART A HE HAIR
IISc_VaaniProject_M_BR_Gopalganj_Acha00686_0943180000_BHGGFE_363808_4191_6879.wav,2.688,87314,O GIVE YOU LEAVE YOU A POMAN A A TERR
IISc_VaaniProject_M_BR_Gopalganj_Jaya10350_1014350000_TGKTHP_160390_17509_20197.wav,2.688,87314,WORK APE BRENCHENKA LARTICA LERKI
IISc_VaaniProject_M_BR_Gopalganj_Mani08930_1706070000_BHGGGOB_149113_2904_5592.wav,2.688,87314,JISKIP OUR BO SATE BY CORIS UTILA GAO
IISc_VaaniProject_M_BR_Gopalganj_Anwa14034_1054400000_BHGGTA_365517_17069_19757.wav,2.688,87314,N WHI SOM NI PE TO BE LIGGININ A ZERADY
IISc_VaaniProject_M_BR_Gopalganj_Nidh00696_0701280000_DDIAUR_238820_5118_7806.wav,2.688,87314,BROSARI ADMIO ANTE DECRENE
IISc_VaaniProject_M_BR_Gopalganj_Ranu00684_1053500000_BHGGMA_364479_8240_10928.wav,2.688,87314,OPSVAGERA LOQE DE CLA GAHE
IISc_VaaniProject_M_BR_Gopalganj_Gung32816_0930300000_TGKVEM_8382_5890_8578.wav,2.688,87314,A MARDEAL MIDE TEA BEAH
IISc_VaaniProject_M_BR_Gopalganj_Neel66270_1009500000_BHARCH_352225_12045_14733.wav,2.688,87314,ACUT MY LIF BEING AP AT DOCARINA MARE
IISc_VaaniProject_M_BR_Gopalganj_Ruhi95557_0615090000_BHGGWAS_365803_6290_8978.wav,2.688,87314,LO ON THA DOUBT THAT W AV BEEN A SODADEY OR
IISc_VaaniProject_M_BR_Gopalganj_Aana06236_0056040000_BHGGBR_363567_14983_17671.wav,2.688,87314,ANICOL GANICARASTA DERE
IISc_VaaniProject_M_BR_Gopalganj_Ruhi95557_0613590000_TGKDA_80670_15010_17698.wav,2.688,87314,SFET EXCEDI LAGUI AZARARI
IISc_VaaniProject_M_BR_Gopalganj_Suha38805_1522110000_BHGGMOT_364657_1394_4082.wav,2.688,87314,NIX OR MA WOBULD IN TE KIND THE N AGE
IISc_VaaniProject_M_BR_Gopalganj_Ashi46882_1003400000_APATSP_82830_3222_5910.wav,2.688,87314,OD TITIN ON THE VOS ON T LADE LEU
IISc_VaaniProject_M_BR_Gopalganj_Neel66270_0936090000_TGNLSP_11804_4313_7001.wav,2.688,87314,KICU HARID AN THE KIG HASEBIGINE D
IISc_VaaniProject_M_BR_Gopalganj_Bhav50530_0952590000_BHGGAT_363438_203_2891.wav,2.688,87314,DIN YO HUMPER GENNY LABANG ECRAY DERA HE
IISc_VaaniProject_M_BR_Gopalganj_Saks08925_1757310000_APVDAF_74671_650_3338.wav,2.688,87314,HAP BY A GOODL OLD HAD
IISc_VaaniProject_M_BR_Gopalganj_Radh00685_0845300000_CGBTTES_52048_10318_13006.wav,2.688,87314,GAD LANE ON ME E WEN BE LOKING WITH E
IISc_VaaniProject_M_BR_Gopalganj_DasR11284_1303180000_BHVSFA_338544_11903_14591.wav,2.688,87314,MARTIVAL HILMID TAPGA DON'T BE HERE
IISc_VaaniProject_M_BR_Gopalganj_DasR11284_1317070000_BHIM_143772_3338_6026.wav,2.688,87314,IGOD ME IGMASINBERT WHUS CURRA
IISc_VaaniProject_M_BR_Gopalgan_Gaya90448_1221070000_BHGGML_364455_6602_9290.wav,2.688,87314,THE LIME BANNA WHOAS AMPLIBLES A RETORTE TOTE
IISc_VaaniProject_M_BR_Gopalgan_Gaya90448_1223040000_BHGGML_364456_5802_8490.wav,2.688,87314,TE EXONINANOVITCH ANDICOV WEARS UP AT THE
IISc_VaaniProject_M_BR_Gopalgan_Suni44317_0825450000_CGBMEX_346509_13984_16672.wav,2.688,87314,ULD THE TELL OF TE DECALABADAN LOIT I
IISc_VaaniProject_M_BR_Gopalgan_Gaya90448_1111590000_BHGGGT_364028_3296_5984.wav,2.688,87314,N TA YO SKEAK THA IDEA PREDIC AN MA NO
IISc_VaaniProject_M_BR_Gopalgan_04475746_0324580000_KTDKASU_229276_2922_5610.wav,2.688,87314,HE MOLL HAR E BATICAQISTRA TOM HAIR
IISc_VaaniProject_M_BR_Gopalgan_Nibh77410_1017240000_MRACA_323496_8320_11008.wav,2.688,87314,OLORD KIMOAL THAT CER ECLON
IISc_VaaniProject_M_BR_Gopalgan_98235904_1416260000_APVCO_74587_9653_12341.wav,2.688,87314,DIS E BITANIC I PALIPERTRIAMEHE
IISc_VaaniProject_M_BR_Gopalgan_Nanh16227_0856120000_BHGGME_364681_9898_12586.wav,2.688,87314,IT TO CHARK OF UTERQUI COIAL
IISc_VaaniProject_M_BR_Gopalgan_01036447_1645380000_CGKDSTF_8680_15232_17920.wav,2.688,87314,O VOU IN IN E BITE GALLA
IISc_VaaniProject_M_BR_Gopalgan_Nibh77410_0959570000_APCTFIM_84258_18560_21248.wav,2.688,87314,IK BOLASTIC WO MITS LITE KIWE
IISc_VaaniProject_M_BR_Gopalgan_Arus05790_0550040000_BHGGPP_364971_5461_8149.wav,2.688,87314,AS COUDLY HE HA FAVE BUT TOE E SUBMIC
IISc_VaaniProject_M_BR_Gopalgan_Ranj48590_0806150000_BHGGOTHER_364920_21717_24405.wav,2.688,87314,EVEN AHEAD THE HUMMA HAD BEARNIN I HAD
IISc_VaaniProject_M_BR_Gopalgan_42251023_0520230000_UPVNREI_136144_608_3296.wav,2.688,87314,LASON DISMA IT TOODE GEE
IISc_VaaniProject_M_BR_Gopalgan_Swet51987_1623460000_BHGGPC_364853_1173_3861.wav,2.688,87314,YE GOODE KIT NO SUNDEGERE
IISc_VaaniProject_M_BR_Gopalgan_Nibh77410_1006320000_BHGGBU_363584_17322_20010.wav,2.688,87314,ABO THE TICLA AN
IISc_VaaniProject_M_BR_Gopalgan_Gaya90448_1048150000_BHGGTO_365668_9152_11840.wav,2.688,87314,LICARA A PILIHAPPI PARPE AS
IISc_VaaniProject_M_BR_Gopalgan_Babl29211_0927000000_TGKSEP_83936_3434_6122.wav,2.688,87314,JUKIDECENIMY BOHOTES AN TOT ALL
IISc_VaaniProject_M_BR_Gopalgan_Gaya90448_1050540000_BHGGHIC_364242_9344_12032.wav,2.688,87314,MY LAD YOU GIVE AM CUTTAR BUTO KAR CAPM
IISc_VaaniProject_M_BR_Gopalgan_Niki28382_1051490000_BHGGWP_365815_6560_9248.wav,2.688,87314,WE DARGES AN A LOW WAY AR THE E
IISc_VaaniProject_M_BR_Gopalgan_Babl29211_0934030000_BHGGOTHER_365011_3690_6378.wav,2.688,87314,GIVME THE IGGNIN BO TEA AND CHILD BEA LEVERA
IISc_VaaniProject_M_BR_Gopalgan_Babl29211_0936330000_BHJMBC_214442_5440_8128.wav,2.688,87314,CHEDTICOT TAL WITH HIM YE LUV OPPOS
IISc_VaaniProject_M_BR_Gopalgan_Abhi41610_0327150000_GY_110105_18304_20992.wav,2.688,87314,AN TIFOGIN BETARI MUNK RENN
IISc_VaaniProject_M_BR_Gopalgan_59921849_0222430000_BHPA_135260_21376_24064.wav,2.688,87314,YEASE WEN THAT UN RE LORD LET'S  LIVE IN
IISc_VaaniProject_M_BR_Saharsa_Deva31256_0205270000_APVEV_115982_5443_8131.wav,2.688,87314,ERE I GUESS MY SO TO TEBARTHUNDRAKE WE IS E
IISc_VaaniProject_M_BR_Saharsa_Raje19536_1335300000_BHVSFAR_338546_3914_6602.wav,2.688,87314,AN MIDLA LAGO I HA OLD O DE MEVE HAR
IISc_VaaniProject_M_BR_Saharsa_Tunj72181_0529330000_BHSHINCG_154586_10624_13312.wav,2.688,87314,UCY BANS CABN HER HEAD TO CUCHA LO HAGAVANA O
IISc_VaaniProject_M_BR_Saharsa_Prem50846_0710240000_UPVNGOB_3297_7338_10026.wav,2.688,87314,OR BETRA POLAPATIAHAN
IISc_VaaniProject_M_BR_Saharsa_06809245_1309530000_BHECHBR_358394_4906_7594.wav,2.688,87314,NEE ME BULZA
IISc_VaaniProject_M_BR_Saharsa_Kers93520_0918030000_TGKCS_44921_12266_14954.wav,2.688,87314,I WA VARY GLAD LAGAHUA TU TAVARA
IISc_VaaniProject_M_BR_Saharsa_Pree48613_1714340000_BHSHWAS_135993_7125_9813.wav,2.688,87314,BOTH OF EM BE UN COPPIED PU DINNAR DOLE OUT O HA
IISc_VaaniProject_M_BR_Saharsa_Mohi78961_1103470000_BHSHSR_176991_6858_9546.wav,2.688,87314,ATOMIC BY ONE A GEAT THREE
IISc_VaaniProject_M_BR_Saharsa_Sohn81418_1337530000_BHSHTO_176891_6453_9141.wav,2.688,87314,OR DANADIVIE AND SMER PALI
IISc_VaaniProject_M_BR_Saharsa_Pree48613_1713510000_BHSHOTHER_322476_3669_6357.wav,2.688,87314,A BEG BULU UKLAKA
IISc_VaaniProject_M_BR_Saharsa_AMIT25666_1712200000_BHSHTE_113324_608_3296.wav,2.688,87314,RALUMANIVE IS TO TEA MONDAY
IISc_VaaniProject_M_BR_Saharsa_Prem50846_0746100000_BHGJMT_186015_9216_11904.wav,2.688,87314,OF THE SERACIBOL MEGBORASAPOTALER
IISc_VaaniProject_M_BR_Saharsa_Rimp95212_0814420000_KTBCH_320336_13372_16060.wav,2.688,87314,ASKIPE CHE ES E SOMBA SE KARCH DER CHO HER
IISc_VaaniProject_M_BR_Saharsa_70339421_1447290000_BHSHRI_186492_9130_11818.wav,2.688,87314,AAH LOW BOT A CHA
IISc_VaaniProject_M_BR_Saharsa_Nita10392_0343250000_KTDKAFM_54217_3866_6554.wav,2.688,87314,DISSPAK THAT MIF ME HAD ME ONY WETER
IISc_VaaniProject_M_BR_Saharsa_Paya09003_1042520000_BHSHOTHER_320054_12830_15518.wav,2.688,87314,ALAP TICKIN ADI BUT BE PAR DE CADIRE
IISc_VaaniProject_M_BR_Saharsa_Laks73756_1222110000_BHSHFE_322661_20244_22932.wav,2.688,87314,MA EXCITEMENT GOOD FOOL BOR GERIDEGRAM
IISc_VaaniProject_M_BR_Saharsa_51025143_0915520000_BHSHBIS_160028_704_3392.wav,2.688,87314,A KEE YE POR CLADY SOR
IISc_VaaniProject_M_BR_Saharsa_Raun00011_0823310000_KTDKAMT_33307_5354_8042.wav,2.688,87314,O PERHARTBE JOHNN ICA YER AS FOR MADERARA E
IISc_VaaniProject_M_BR_Saharsa_Sngu67914_1129270000_CGBMEX_346504_746_3434.wav,2.688,87314,EBLET BUT I SAW OW  LAD
IISc_VaaniProject_M_BR_Saharsa_Rame87720_1202240000_BHSHMA_114791_6197_8885.wav,2.688,87314,BIKE'S CUTTIN ABOUHER MIS
IISc_VaaniProject_M_BR_Saharsa_Priy00368_1006540000_BHSHOTHER_322694_4922_7610.wav,2.688,87314,I BERNADI CAN CARCAFFI BERNANAGRAM
IISc_VaaniProject_M_BR_Saharsa_Kers93520_0910460000_BHECHDM_356636_18602_21290.wav,2.688,87314,DIG IN  BOOT E CHALLOR UPON HIS H
IISc_VaaniProject_M_BR_Saharsa_PRIN50129_0817010000_BHSHMAO_133696_21120_23808.wav,2.688,87314,LUKI MATRADIBOT THE TINAZARI HAD
IISc_VaaniProject_M_BR_Saharsa_Mano29925_1403110000_MRDSC_298238_9333_12021.wav,2.688,87314,TEBLE COSEEK E BUT E MAR LAGL
IISc_VaaniProject_M_BR_Saharsa_Babi86712_1151400000_BHGGFE_363840_18656_21344.wav,2.688,87314,BE HARDY JET ATE HERE THAT CETTLMAN WIYO
IISc_VaaniProject_M_BR_Saharsa_Sonu19135_0748520000_APVBIS_173205_4384_7072.wav,2.688,87314,CORNS O AA CEIN A MAO PATA CASINE
IISc_VaaniProject_M_BR_Saharsa_Nand63784_0733360000_UPVNIT_11197_16149_18837.wav,2.688,87314,T LOOK ALIKE AN BORDE WOUD WITI LICALA
IISc_VaaniProject_M_BR_Saharsa_Majn15050_0531460000_BHSHGOB_113256_13385_16073.wav,2.688,87314,BEHER GA BEARGASORSESE SADILINE
IISc_VaaniProject_M_BR_Saharsa_Moha21154_0816130000_BHSHGOB_322911_6666_9354.wav,2.688,87314,BRANDA HER OURIC AN GADE A GIRI
IISc_VaaniProject_M_BR_Saharsa_99634745_0824540000_BHSHTE_113319_16298_18986.wav,2.688,87314,INK I EVAS TAD JARDAS JOHN LAGAE
IISc_VaaniProject_M_BR_Saharsa_Riti03153_1350100000_BHGJCG_162645_663_3351.wav,2.688,87314,H WAS AFRAID TH DONKE CA BUILDING A THE CAGER E HE
IISc_VaaniProject_M_BR_Saharsa_Divy69143_0840580000_BHSHMUA_154493_636_3324.wav,2.688,87314,A MA AN U PU ON UP AND LETE KITE DIT I HA
IISc_VaaniProject_M_BR_Saharsa_Pree48613_1657140000_KTDKAZO_2059_2069_4757.wav,2.688,87314,ER BO SAID HER
IISc_VaaniProject_M_BR_Saharsa_Megh98280_1011460000_BHSHFT_136083_2396_5084.wav,2.688,87314,HIND TIKING THA HECOULD HE HEAR ME TAKE CAUSE HE COULD HE HAR
IISc_VaaniProject_M_BR_Saharsa_Mano29925_1422440000_TGNLPP_188181_6389_9077.wav,2.688,87314,ATROLLE LATETY BUT OR NIK POMPTY
IISc_VaaniProject_M_BR_Saharsa_Megh98280_1010340000_BHGGFIM_150481_2322_5010.wav,2.688,87314,E HIDE BASKET MY VOSARI MUCHLY A THE CUE E HER
IISc_VaaniProject_M_BR_Saharsa_81842600_0705000000_BHSHLK_220587_18048_20736.wav,2.688,87314,OFTHE QUAIN BAUT SUDOUREYER
IISc_VaaniProject_M_BR_Saharsa_89474818_0634050000_APATOTHER_272942_8032_10720.wav,2.688,87314,TE JOMUNTE ANARTE
IISc_VaaniProject_M_BR_Saharsa_Suni63104_1245190000_BHJHAT_310026_12458_15146.wav,2.688,87314,HE HIT HIM BY TA GONTAP CHALURE
IISc_VaaniProject_M_BR_Saharsa_Devi16997_0718540000_BHSHGA_167912_4793_7481.wav,2.688,87314,FOOL NAZER AE THE HE YE HAPPY HAMME
IISc_VaaniProject_S_Bihar_Saharsa_98168_10979813_TGKBA_53619_7714_10402.wav,2.688,87314,GLAND HER SAME NIDO CUL SEE AT A HERI HER
IISc_VaaniProject_M_BR_Saharsa_Amit25925_0526340000_BHSHPP_168114_2016_4704.wav,2.688,87314,PETROLPAN TIE AND TE
